Gene Symbol	Pearson	Spearman
LAMP1	0.636879356	0.649448579
RAB7L1	0.713915016	0.649527303
SMIM13	0.653154921	0.64955585
DHRS11	0.672248632	0.649608612
KIF16B	0.640220883	0.649610962
ACAA1	0.680095311	0.649667596
FXYD6	0.725009652	0.649730563
NCAM2	0.725742039	0.649747619
RHOQ	0.676198093	0.64975138
OSTM1	0.67720959	0.649955468
LSM14B	0.685358305	0.65
MFAP4	0.77253789	0.65
CARD9	0.767543955	0.650304735
PUS7	0.6400223	0.650384573
PRKD3	0.65225613	0.65065767
HOOK2	0.628333467	0.650661419
TRAM2	0.667753343	0.650696107
ISPD	0.596463006	0.650857465
SH3D19	0.759478162	0.650878067
VTCN1	0.733493404	0.650909023
AHDC1	0.6504396	0.650922984
TDRKH	0.67961737	0.650925066
IGF2R	0.649638817	0.650938461
LBR	0.647909405	0.651031285
CTTN	0.784248052	0.651064185
COL5A2	0.785576698	0.651092071
STXBP5	0.699774138	0.651101662
EML4	0.70695151	0.651208473
CDH6	0.782634029	0.651262931
NMI	0.714574952	0.65143689
M6PR	0.649777317	0.651567549
PARD3B	0.528472022	0.651604523
ASNA1	0.628701166	0.651609613
PARP1	0.673708328	0.651611728
NEUROD2	0.469126318	0.651715479
RFFL	0.630798458	0.651789019
ACADM	0.683169638	0.651799491
GALNT5	0.70263382	0.651829772
GGACT	0.601617971	0.651879644
XXYLT1	0.654335715	0.651952944
GBE1	0.658959553	0.652007934
VDR	0.606732776	0.65203596
PNKD	0.673921737	0.652073685
NSF	0.632709144	0.652090183
TNFAIP8	0.693159073	0.652152113
LRP4	0.584400525	0.65218047
OSBPL1A	0.642878664	0.652304735
MCC	0.562874673	0.652360087
APEH	0.636816782	0.652379229
PYROXD2	0.594584018	0.652438651
RAB3IP	0.667866293	0.65246732
NCR3LG1	0.59216004	0.652804871
SCAF4	0.678130137	0.652880713
USP54	0.681038141	0.652906302
ABR	0.652782178	0.652918111
RCAN3	0.635784501	0.652941176
STIM1	0.668080589	0.653004322
MYRF	0.64203258	0.653061224
HSD17B12	0.664726885	0.653062601
LAMP2	0.666824934	0.65315284
IRX5	0.585481414	0.653267785
CASP6	0.637692564	0.653347887
TTLL12	0.660273477	0.653442356
HLA-DQA1	0.577433454	0.653455734
PDGFRB	0.768013887	0.653465765
SRR	0.652096744	0.6536142
FNDC3A	0.658210844	0.653688398
ZBTB10	0.65062115	0.653806034
AKAP2	0.605203021	0.65389416
IVD	0.7531563	0.653915406
ATRN	0.636539642	0.6539382
ZNF22	0.704498036	0.653977094
REEP5	0.723682151	0.65397862
TOM1L1	0.76375795	0.654041019
ECH1	0.706540757	0.654048884
NELL2	0.734249246	0.654201607
DDR2	0.740703299	0.654209899
COLGALT1	0.647607749	0.65439621
HPGDS	0.833348044	0.654399538
CMAS	0.669932455	0.65442159
TLN1	0.659355566	0.654624627
FXR1	0.695764401	0.654654237
LUZP1	0.708646043	0.654667867
TEAD3	0.671526724	0.654713124
P4HA1	0.66696441	0.654815915
SAV1	0.626593206	0.654862739
UBP1	0.656754524	0.654901689
SLC4A4	0.598662076	0.655013969
ARL6IP5	0.688835293	0.655158306
SYNJ2	0.610276342	0.655160638
SYNM	0.540032923	0.65521494
TEX2	0.689848078	0.655328679
SPATS2	0.687203308	0.655510332
USP11	0.660848322	0.65564287
KLK11	0.787726395	0.655648156
IPMK	0.622208536	0.655712523
ZNF217	0.678249959	0.655775643
RHOG	0.692624052	0.655833923
WWC3	0.50639827	0.655895031
GRAMD1B	0.679469481	0.655926114
CDK5	0.687746828	0.655932152
PCYT2	0.668601437	0.656036725
EVA1A	0.636260943	0.656164425
CRLF1	0.714559868	0.656196799
TSPAN9	0.518445628	0.65623415
FOXC1	0.657578626	0.656278673
RDH10	0.658836425	0.656278992
STEAP4	0.729297936	0.656339569
ANKH	0.686126303	0.656350147
HM13	0.66586838	0.656379281
FHIT	0.575408447	0.656426759
TM7SF2	0.645552539	0.656512731
GALE	0.668030766	0.656654063
CILP2	0.640227976	0.656791599
EPHB4	0.692071263	0.656835246
ARID3B	0.717906009	0.656836137
SLC2A6	0.607525501	0.656846969
SOX7	0.644426517	0.656865539
PTPN1	0.655099645	0.656940995
C19orf66	0.615249355	0.657018544
NUDT4	0.66048722	0.657198786
ANO10	0.651402914	0.657200034
MPP6	0.717595717	0.657509923
ZNF513	0.685260359	0.657594937
EXTL2	0.662256327	0.657663846
COCH	0.614998196	0.657684088
RARG	0.586483633	0.657781304
CNKSR3	0.669845923	0.657911392
PECR	0.714493088	0.657972632
CELSR2	0.649710788	0.658129928
RHPN2	0.5980403	0.658211637
PPA2	0.665566264	0.658224079
FHL3	0.70683625	0.658225254
PRCP	0.678894618	0.658239824
DDX58	0.620209896	0.658261219
GATA3	0.716758853	0.658270053
TNFRSF1A	0.684192004	0.658403343
GRAMD4	0.635854242	0.658577051
IGHG4	0.715256241	0.658694444
BNC2	0.579898653	0.658788356
TENC1	0.59506691	0.65890506
DUSP19	0.662504396	0.658933788
C16orf62	0.730886794	0.65895586
TRMT5	0.686205292	0.65903623
ENTPD6	0.586132385	0.659096626
DDX43	0.602287207	0.65913822
EHBP1	0.69716177	0.659216942
ARMCX3	0.742209303	0.659232687
CRYM	0.653090506	0.659260222
SMARCD3	0.678455252	0.659271137
MRI1	0.638864664	0.65937298
CARKD	0.74657818	0.659517504
MARVELD1	0.577056365	0.659587588
PDK3	0.651061823	0.659607508
MATN2	0.612640175	0.659682774
TOR1B	0.68268512	0.659692577
GNPDA2	0.662700482	0.659693035
STS	0.629958433	0.659759615
DHRS1	0.654803223	0.659834985
NAPG	0.666888427	0.65987094
ACVR1	0.67229728	0.660068921
C2orf54	0.618479836	0.660108453
ALDH1B1	0.670034815	0.660167036
NEK3	0.656668416	0.660297597
PIK3CD	0.68260639	0.660298711
HYOU1	0.64956254	0.660311324
PCYOX1L	0.655633596	0.660364615
RBP7	0.610185343	0.660374982
SRC	0.681700799	0.660429763
GOLGA5	0.686287351	0.660446683
ADIRF	0.648759457	0.660496267
GNG2	0.581819577	0.660577953
ANXA11	0.69263361	0.660714344
LTBR	0.757675608	0.660774923
ZYX	0.686493525	0.661012791
TMPRSS4	0.676789822	0.661015174
PHLDA2	0.660286451	0.661074595
TWF2	0.646486393	0.66110961
PSG2	0.706792545	0.661111916
TMIGD2	0.854077898	0.661111916
C19orf10	0.671767699	0.661139689
ANXA5	0.667808677	0.661143684
FMN1	0.631923738	0.661148213
CLDN11	0.726032744	0.661468316
MFSD2A	0.60020585	0.661506708
SEMA4F	0.629013901	0.661569416
ISOC1	0.709597778	0.661669138
RARRES1	0.726150774	0.661681532
NUBPL	0.701651236	0.661687938
CDKN2A	0.595457817	0.661767404
PYCR1	0.644502751	0.661807786
GDPD3	0.735407387	0.661810101
UNC5B	0.61842895	0.661951187
GPNMB	0.691688645	0.662158636
PDXDC1	0.679229316	0.662184957
SYNPO2	0.6812081	0.662285924
UACA	0.741599094	0.66233888
SLC25A4	0.694378703	0.662340995
SLC39A8	0.653996046	0.662384859
ARHGEF2	0.66034688	0.662447684
SH2D5	0.692271531	0.662511739
CHN2	0.674561748	0.662583732
SCCPDH	0.724113996	0.662598552
ARHGAP24	0.57734684	0.662793305
MANSC1	0.532539755	0.66280971
SERPINA1	0.70956107	0.662823125
MALT1	0.68526477	0.662927548
CD300A	0.776057723	0.662994668
SLC3A2	0.659341134	0.663029067
C2CD2L	0.675537308	0.663033145
PLOD1	0.671852629	0.663052802
KTN1	0.700263243	0.663092281
DAG1	0.710239916	0.6631468
IFIT5	0.652983873	0.66316842
C2orf43	0.757467997	0.663225994
EZR	0.681598281	0.663276519
ATXN1	0.679503446	0.663337907
FAM118B	0.684870248	0.663378667
IL32	0.616415109	0.663615023
ARHGAP26	0.644753751	0.663661898
RUFY1	0.647789356	0.663751448
MAP9	0.651368091	0.663878729
EPB41L5	0.698354415	0.663929744
BNIP3	0.702097659	0.663930546
ARG2	0.649547461	0.664189483
GALNT2	0.660421226	0.664189718
DUSP3	0.633029396	0.664398633
RDH13	0.676067696	0.66441226
DNAJC1	0.725157542	0.664683682
GJB1	0.496102095	0.664790071
HAVCR2	0.671384886	0.664835165
FADS3	0.629066262	0.664870361
MLLT3	0.580196638	0.664919722
KCNQ5	0.579230633	0.66495064
SEMA3F	0.666186851	0.664980422
FGFBP1	0.619757364	0.665043346
ARHGEF7	0.691081302	0.665059678
HES1	0.563229828	0.665167079
CELF2	0.734221528	0.665224881
RAB9A	0.555767565	0.665237805
MAPK11	0.677214795	0.665325285
SNX24	0.7419692	0.665361717
ST5	0.664040285	0.665380209
OPTN	0.695081973	0.665466693
ADAM12	0.712668909	0.665492958
FAM110C	0.577761899	0.665520272
PCYOX1	0.699894737	0.665625081
ARID5B	0.675394435	0.665682621
LOX	0.673200431	0.665719727
ARL10	0.660711981	0.665720081
SLC29A3	0.71297081	0.66573041
FAHD2A	0.658605048	0.66574339
PRMT6	0.700218789	0.665798299
ALS2CL	0.656506729	0.665847128
LIMK2	0.671668005	0.665862418
MYADM	0.559137434	0.665916298
KCTD14	0.566609958	0.665936062
LRRC4B	0.700591453	0.66593639
GDPD1	0.679316487	0.665945189
NIPAL3	0.681111676	0.665996268
EPHB3	0.664991315	0.665996846
SLC25A13	0.691749392	0.666140195
ZC2HC1A	0.641433377	0.666183969
PPP1R14A	0.618142974	0.66629477
TPP2	0.684610583	0.666460731
BHLHE40	0.709586006	0.666607923
EIF5A2	0.731250707	0.666645686
ETNK2	0.709835521	0.666666667
TMEM44	0.756133122	0.666666667
CA8	0.670994811	0.666790724
YIPF5	0.701028328	0.666879464
TBX3	0.627151968	0.666985253
RSU1	0.699462525	0.667312831
KIF1C	0.722702596	0.667315416
TMC6	0.585867548	0.667376637
SSBP4	0.628701021	0.667579132
RRBP1	0.724070204	0.667619737
ZNF280C	0.660904512	0.667690236
ITGBL1	0.630493483	0.66782009
CAPN2	0.679490087	0.667846039
PRRG1	0.682662966	0.667893193
BCHE	0.650242957	0.668086577
PYROXD1	0.664907373	0.668128433
CGB2	0.682204984	0.668182107
ATP6V0A4	0.711631101	0.668217054
KCTD1	0.721334517	0.668222443
HIBADH	0.685613778	0.668228615
PFKFB2	0.662195792	0.668264334
AKAP1	0.68210052	0.668268329
BST1	0.640057495	0.668319237
SMS	0.677015546	0.668380423
ERP44	0.699952615	0.668449512
TSPAN6	0.753194074	0.668606255
ZNF512B	0.771385513	0.668694614
S100A11	0.74419862	0.668754303
FHOD1	0.673365737	0.668816578
CCNYL1	0.659353323	0.66886503
C17orf97	0.628043836	0.668893475
RIN3	0.605214102	0.668899406
SP110	0.712900353	0.668908227
ZDHHC14	0.654591368	0.668947906
SLC22A23	0.435162856	0.668951774
TP53BP1	0.637079501	0.669075075
NOVA1	0.623389202	0.669135533
HOXA10	0.456812768	0.669284204
RECQL	0.700860162	0.669407361
NQO2	0.654089462	0.669603348
EGR2	0.821021344	0.669762642
PKIG	0.349990715	0.669767442
ZNF704	0.601330948	0.669854665
ITPRIP	0.636704484	0.669911226
HOXD13	0.623286952	0.669914655
ARAP3	0.637830562	0.669943411
GYPC	0.635371168	0.669951864
SPRY2	0.585319628	0.669956815
FAM134B	0.666873869	0.670110134
PHC1	0.569648657	0.670136516
MAOB	0.71802107	0.670140423
TMX3	0.659350304	0.670475188
TTC38	0.703249358	0.670628526
ADCY9	0.613920726	0.670673561
LZTFL1	0.644811712	0.670690445
PTPN2	0.647869296	0.670841548
ZNF552	0.634034055	0.670854916
WIPI1	0.636580561	0.670859719
ABCD1	0.657897928	0.670868808
GLCCI1	0.684853761	0.670875413
CTSC	0.71170737	0.670951762
AGRN	0.712559362	0.670971972
RAVER2	0.751537991	0.671003487
PAX9	0.57848196	0.671029505
TMEM41A	0.669227036	0.671060457
STX2	0.654454452	0.671228883
ARHGAP21	0.651633328	0.671239869
SOD2	0.69763418	0.671261723
PTTG1IP	0.680038663	0.671376167
GLIS3	0.580661698	0.671426053
SGCB	0.570414126	0.671617523
YBEY	0.674099198	0.671629494
NGEF	0.617143296	0.671677379
FAM110A	0.650070475	0.67171983
TNFRSF10B	0.658757043	0.671750988
RBP1	0.755315753	0.671802024
L3MBTL3	0.722821757	0.671832062
DUSP14	0.67081927	0.671851404
GATA2	0.649679696	0.671855215
HSDL2	0.687581158	0.671915486
IL15RA	0.614124162	0.671929692
MAGED2	0.695510405	0.67194909
FCHO2	0.776782623	0.67196695
MAN2B1	0.694620346	0.671993975
THYN1	0.690899895	0.672063299
UAP1	0.755137632	0.672197952
TGFBR1	0.690014556	0.672234448
TRPV2	0.770586412	0.67226812
MACF1	0.687725262	0.672400285
ATP8B2	0.603652306	0.672455452
LGR4	0.642765434	0.672640006
HOMER1	0.733658498	0.672656902
NSUN5	0.723189141	0.672666067
PRKCZ	0.611423187	0.672715552
C16orf86	0.71855601	0.672771673
VAMP3	0.658144884	0.67281753
NOSTRIN	0.778124185	0.672834647
CD200	0.757707752	0.672884544
REEP3	0.65393198	0.672960034
IL17RD	0.657833299	0.672990777
NPEPL1	0.699098186	0.673061019
B2M	0.680257745	0.673091882
IL17RC	0.651901326	0.673101673
SLC4A11	0.553759961	0.673184677
ACOX2	0.679736407	0.673266023
ACSS3	0.719877514	0.673343305
SNX8	0.665683874	0.673460827
ARFIP1	0.679237276	0.673484797
RTN4RL2	0.674300471	0.673540959
VAV3	0.515741352	0.673544765
PLCG2	0.707054075	0.67359877
C10orf11	0.617590768	0.673664925
EIF2D	0.586958782	0.673665745
SGK2	0.771727146	0.673729333
CST3	0.655030427	0.674038082
PLAGL2	0.661668632	0.674041705
SDSL	0.71746321	0.674127044
TACC2	0.626553157	0.674206708
ACADSB	0.716848734	0.674412801
CTH	0.680762596	0.674523719
LMF2	0.665063413	0.674581764
LIMD1	0.683975775	0.674588109
STAT6	0.711109915	0.674646388
RINL	0.64412459	0.674676495
SLC44A1	0.71315695	0.674734512
SOD3	0.617734676	0.674801387
DYNLT3	0.735690164	0.674816274
SGTB	0.647825905	0.674857415
LDHD	0.637819186	0.674861994
PLXNB1	0.72210061	0.675018389
ZFHX4	0.638870239	0.675070624
EGFL7	0.623295632	0.675208271
POF1B	0.7394	0.675362649
MEGF9	0.657871732	0.675373078
SLC25A30	0.679589711	0.675465727
UXS1	0.718600786	0.675493318
TPD52	0.683947129	0.675520108
OGFRL1	0.626402584	0.675573505
SCNN1A	0.662822657	0.675656619
TNFAIP3	0.661505984	0.675726175
FAM92A1	0.517543664	0.675825551
C16orf45	0.650659767	0.675828048
ITGA8	0.807754089	0.675850591
SFRP1	0.65359632	0.675862295
QDPR	0.720404056	0.676099846
N4BP2	0.623652418	0.676126348
ZNF114	0.634671287	0.676151024
GLCE	0.6910499	0.676246205
RBKS	0.666057391	0.676299777
TGFB1	0.659650065	0.676307631
KCTD15	0.630439939	0.676416703
DNMT3B	0.600126473	0.676428888
ACADL	0.569542375	0.676454303
PIK3IP1	0.638623192	0.67650379
TBC1D30	0.513429105	0.676557042
TNS4	0.716316942	0.676620606
FGF1	0.571541595	0.676740375
NTPCR	0.707478639	0.676880506
CNTNAP3	0.659772913	0.677045177
ERC1	0.69974382	0.677084249
EFHD2	0.691110285	0.677150753
DLC1	0.577216553	0.677176843
VAPA	0.699276788	0.677230417
ENTPD2	0.585994468	0.677292293
PPM1F	0.695523251	0.67741959
MICAL3	0.70603713	0.677437215
PLCG1	0.65639411	0.677452489
TMEM205	0.686178603	0.677570219
RNASEL	0.622049143	0.677807008
RHBDF1	0.71618476	0.6778595
PON3	0.649988184	0.67786105
LURAP1L	0.609110406	0.677948072
SLC7A5	0.691535115	0.677955618
B3GNT9	0.435817407	0.677984534
SH3GL2	0.725655248	0.677999004
SMPD1	0.686184892	0.678039215
RCC2	0.695447575	0.678054787
SIGLEC11	0.646659171	0.678063504
GSTK1	0.715217131	0.678205655
SLC18B1	0.645322293	0.678213993
ECHDC2	0.60499267	0.678278366
SH3BP5	0.662003427	0.678313878
FAM219A	0.697612358	0.678400603
SNCG	0.710242547	0.678483657
EPHA4	0.646748202	0.67862142
ADAMTSL4	0.710981845	0.678683958
OSBPL5	0.645526107	0.678697169
ABHD6	0.698712344	0.678724288
ABCA3	0.648806168	0.678762303
TPPP3	0.585988265	0.67882547
IDH1	0.691669846	0.678924747
RAC3	0.669091283	0.678976964
FAM174B	0.590270445	0.67899268
RCN3	0.682528837	0.67906147
VEPH1	0.606926836	0.679074533
FOXP2	0.658875569	0.679097589
LPCAT1	0.703197359	0.679151754
ERI1	0.683962318	0.679162094
GDA	0.789239397	0.679198989
SDCBP	0.651475624	0.679335406
UTRN	0.702007799	0.679347272
RPL22L1	0.75530254	0.67942394
SEPN1	0.654499546	0.679445006
TP73	0.565320192	0.679467085
ITPKB	0.658615655	0.679493271
RHBDF2	0.696437464	0.67950096
SLC30A1	0.676875595	0.679669923
SETMAR	0.742220975	0.679841399
LAPTM5	0.769806022	0.679878049
MVB12B	0.672284026	0.679961628
GCLC	0.726329022	0.680140857
UBL3	0.719439574	0.680148244
GRHPR	0.716620254	0.68037045
CTPS2	0.685280807	0.680500638
IFI27L2	0.679138319	0.680515978
PGM2L1	0.680023845	0.680593393
COL5A1	0.736199234	0.680630919
SDCBP2	0.723170709	0.680712435
SLIT2	0.556240171	0.680717863
TUFT1	0.708828987	0.68072553
CTTNBP2NL	0.784137767	0.68075843
SYNJ2BP	0.709243778	0.68078945
LTBP1	0.674747902	0.680840262
BCL7A	0.655979398	0.680850382
WASF1	0.688193951	0.680866205
WNK3	0.703538451	0.680873576
GRB14	0.566857665	0.680920383
CAMK2G	0.679732572	0.680928333
MAGED1	0.649167487	0.680990842
VSIG10	0.653847564	0.681111392
STARD10	0.73462726	0.681121196
ISL2	0.631514288	0.68119133
CBR1	0.733985509	0.681215499
RABEP1	0.684019753	0.681254979
TNFRSF12A	0.696026891	0.681273656
PXN	0.692484902	0.681284354
ERAP1	0.6846096	0.681551075
PLD1	0.671239542	0.681555162
SYNE2	0.675007507	0.681560005
CYP7B1	0.589266775	0.681565379
HECA	0.672002156	0.681721814
PIP4K2C	0.751739687	0.681728028
ATP7B	0.677662711	0.681832902
PNMA1	0.550732368	0.681882968
PARP9	0.61953926	0.682001565
DDHD2	0.731691398	0.682016316
NPTX2	0.742938004	0.682077224
GLS	0.693904599	0.682112719
RLTPR	0.670821229	0.682136705
LMAN1	0.711825799	0.682379676
SLFN11	0.660967806	0.682435824
FRMD3	0.557489852	0.682470569
TACC1	0.756923324	0.682575193
LRRC8C	0.693231304	0.682614701
MBP	0.707011586	0.682691987
APBB2	0.684545949	0.682731936
DCPS	0.692925968	0.682741101
B4GALT4	0.695295752	0.682810605
OAS2	0.666781089	0.682919464
FBXO4	0.69074125	0.682924084
CYB5R3	0.678700199	0.682991608
PDK1	0.687466977	0.683002653
VCAN	0.742967124	0.683009136
CDON	0.696543461	0.683115627
CRYL1	0.658403997	0.683118037
HK1	0.698512908	0.683129787
MREG	0.676665916	0.683168797
MACROD1	0.697231917	0.683265145
PVR	0.761627676	0.683283945
GMCL1	0.734037161	0.683333333
TTC22	0.780999364	0.683333333
WFDC2	0.655608593	0.683385561
OAF	0.707318629	0.683394666
SPTBN2	0.632596852	0.683520352
DCLK2	0.55545409	0.68352504
SLC35F2	0.75768834	0.683602973
SARM1	0.658496514	0.683616466
ZNF827	0.720737425	0.683691253
CROT	0.607316221	0.683728653
MAPKAPK3	0.708657074	0.683752999
SNX7	0.711365375	0.683816661
TRIP10	0.698679522	0.683826788
STEAP2	0.618355329	0.683831469
PDCD6	0.69249257	0.683841828
ITSN1	0.696022862	0.683882211
PLCB3	0.7289046	0.683883893
PTN	0.6457808	0.683980229
MAP1A	0.722901208	0.684081055
MITF	0.682163043	0.684087504
ZNF462	0.727099175	0.684091395
DHRS7	0.691539768	0.684256363
LHPP	0.686446427	0.684329419
APBB1	0.624914025	0.68439991
EHD4	0.723343987	0.684410521
GDF15	0.672703924	0.684459079
PVRL2	0.768028605	0.684541415
TNIK	0.62934581	0.684547995
CCDC64B	0.605174529	0.684577355
CDC42EP2	0.695114351	0.684699128
PUS1	0.681241309	0.684720248
PTPRU	0.647970559	0.684864132
PTX3	0.631000464	0.684908434
ATP9A	0.678414317	0.68492399
SHB	0.734192295	0.685045136
TWSG1	0.692391242	0.685543846
SEL1L3	0.665106623	0.685604942
TES	0.770310183	0.685634152
GLI2	0.622777469	0.685866247
SRSF12	0.58325997	0.685912179
CEBPA	0.735255442	0.686046742
NRG1	0.671956696	0.6860731
ENO2	0.69739009	0.68621812
TSPAN18	0.761980342	0.68627451
SUSD1	0.557445856	0.68627451
GIPC3	0.52292238	0.686501672
CDR2L	0.645882757	0.686515628
LYPD3	0.687605333	0.686565961
KIAA1598	0.712369274	0.68657602
FAM83G	0.647208754	0.686593791
ARHGAP17	0.740137078	0.686690699
GALC	0.67332249	0.686700646
FUCA1	0.685308427	0.686935801
HLA-C	0.576249619	0.686972419
LYST	0.759407242	0.687009633
BLMH	0.645733834	0.68701382
LIN28B	0.703949877	0.687051436
MGST3	0.712228391	0.687136254
ZNF346	0.698688651	0.687156698
PDZK1	0.787214117	0.687264483
SLC12A7	0.685747636	0.687267852
HEXB	0.705073599	0.687290647
APOBEC3B	0.661266394	0.687316144
LPHN1	0.654153347	0.687589366
CERS4	0.568131677	0.687600155
ZFP36L2	0.685684799	0.687607581
UBA7	0.665333215	0.687721496
LAMB2	0.68662353	0.68785652
LRRC20	0.684948592	0.68785699
UST	0.568799638	0.687873303
ASPHD1	0.684359393	0.68790703
GSTT2	0.557110856	0.687918082
C2orf72	0.557523409	0.687929632
C1S	0.727395555	0.688233708
PSEN2	0.769741213	0.688321168
FMOD	0.742177028	0.688338493
TTYH2	0.564729898	0.688473902
IFIT1	0.664335685	0.688482318
CCND2	0.809385233	0.688501742
LGALS8	0.736651876	0.688575377
USP43	0.445358835	0.68864138
S100A3	0.635372912	0.688660444
CD83	0.637525858	0.688799463
LMNA	0.805239285	0.688943147
TMEM119	0.811591191	0.688973765
VSNL1	0.786551747	0.689031678
ACADVL	0.688848624	0.689061821
HHIP	0.602678705	0.689064559
HLTF	0.69532681	0.689297758
PPIC	0.772732209	0.689300343
IRF2BPL	0.691151297	0.689302693
CYP1B1	0.639217556	0.689373437
MBNL2	0.696687711	0.689386352
MAP4K4	0.677641196	0.689415491
CTDSPL	0.636009134	0.689511621
AGR2	0.801894439	0.689556725
BPHL	0.721357875	0.689634744
C10orf35	0.671710946	0.689709709
CPOX	0.752961803	0.689713468
SYP	0.651064277	0.68972999
RRM2B	0.706384866	0.689737862
ACBD5	0.695047364	0.689741903
CSRP1	0.702160141	0.689817572
EPS8L1	0.647818201	0.689829087
RASSF6	0.674130832	0.689867599
TMCC3	0.66021469	0.689971926
CPEB4	0.653886511	0.689991705
SLC6A6	0.669484647	0.690041966
LY75	0.714748247	0.690159403
CORO1B	0.746652308	0.690215422
FZD1	0.688668879	0.690291606
CSPG4	0.793403288	0.690295791
SRPX	0.635733334	0.690330827
ZNF669	0.738559814	0.690345314
ZNF362	0.655912126	0.690345764
DPYSL4	0.582398112	0.690378564
ACOT7	0.697017826	0.69038462
TUSC3	0.672763098	0.690451359
YAP1	0.815161227	0.690487784
UBE2L6	0.66152771	0.690503767
DOCK4	0.6733727	0.690572585
THNSL1	0.628847776	0.690585308
FMR1	0.680096578	0.690738526
ERO1LB	0.692909151	0.690750094
ITPK1	0.678184263	0.690787339
STAU2	0.699495548	0.690948143
PFAS	0.680575565	0.691027102
NSUN2	0.694362792	0.69124236
FAM69A	0.687092437	0.691252466
PCDHB7	0.807250146	0.691286799
PLXND1	0.676574762	0.691291192
POFUT2	0.686698504	0.691337299
ANKRD2	0.622831787	0.691339377
RNASE6	0.627860156	0.691339558
NLN	0.683516739	0.691371843
GPR110	0.692094884	0.691380121
P4HA2	0.67747854	0.691443987
FBXL2	0.697978738	0.691687086
CTSO	0.661508846	0.691694063
BICD2	0.667318037	0.691726219
CAMK1D	0.646217523	0.691844982
GSTP1	0.772153536	0.692017615
HSD3B7	0.680783005	0.692062136
WRNIP1	0.70229998	0.692101039
C15orf39	0.700978907	0.692165337
MEST	0.617796979	0.692214128
DIP2C	0.680603327	0.692459591
RASSF4	0.723711195	0.692513369
ACAT1	0.723004671	0.692577849
TAPBPL	0.630396225	0.692695466
ANPEP	0.825916223	0.692812846
ZNF532	0.598001717	0.692846678
ESYT2	0.689363196	0.692986039
TATDN3	0.727040505	0.693000435
FAM53B	0.725902471	0.693003934
GSTM1	0.699732369	0.693090082
RAP2B	0.641956242	0.693130797
TSPAN14	0.675218858	0.69313926
HOXC11	0.563263419	0.693188626
LIMS2	0.708482249	0.69321773
LRCH2	0.712811111	0.693489712
MACC1	0.687438238	0.693524753
SIAE	0.688898685	0.693623116
ARSB	0.691022467	0.693660246
BCAP31	0.708911678	0.693677401
RAB11FIP5	0.713796178	0.693678146
SRGAP1	0.621399838	0.693740145
CD47	0.765158412	0.693858818
IKZF2	0.550737584	0.694119621
IMPA2	0.57962943	0.694127826
ARFIP2	0.658461709	0.694222124
FXR2	0.672372524	0.694287688
HEBP1	0.711736238	0.694559815
TCN2	0.659318475	0.69459262
ELK3	0.76454757	0.694615385
KAZN	0.673382066	0.694659902
TNK1	0.679797317	0.694684549
FITM2	0.693164855	0.694700553
SOX5	0.703995294	0.694855191
FAM46A	0.60782407	0.694927009
NUMBL	0.674575794	0.694955239
SSFA2	0.701210195	0.69498798
NPY	0.747147388	0.695015091
TSPAN13	0.700666544	0.695125859
ARMCX1	0.534258624	0.695221772
BCL3	0.701893627	0.695265829
ANGPTL2	0.765030942	0.695383887
APLP2	0.665447015	0.695387945
SLC6A15	0.700854418	0.69540001
C7orf10	0.664739073	0.695419741
LLGL1	0.70951744	0.695448104
MPZL2	0.609343241	0.695482179
NEGR1	0.697261693	0.695524876
GALNS	0.697129497	0.695531998
YES1	0.740737441	0.695638922
PHGDH	0.728686925	0.695754071
ERGIC1	0.69747903	0.696000818
BMP4	0.664731106	0.696178729
TBC1D16	0.710557234	0.696329986
GLT8D2	0.754795873	0.696364047
AQP5	0.783175556	0.696423926
CRELD2	0.682616456	0.696515227
PEX11G	0.651869048	0.696546864
ST3GAL5	0.688207865	0.696560086
B3GNT3	0.585490697	0.696582903
CYP2W1	0.673901948	0.696594427
C17orf96	0.696375224	0.696695084
DTX2	0.732714663	0.696714201
VWA1	0.633992431	0.69680394
LAMP3	0.632977262	0.696844436
PRR3	0.713002858	0.696950818
GMPR	0.685997624	0.697011223
POR	0.710318619	0.697113529
STK32C	0.652695716	0.697219899
PNMAL1	0.580540149	0.697267216
MB21D2	0.700555665	0.697333081
STX7	0.777260427	0.697431716
TDRD7	0.717075117	0.697444876
RIMS3	0.704005484	0.697523407
ZNF213	0.693999649	0.697554698
SMARCA1	0.610651717	0.697855416
GNG7	0.635371526	0.69790135
PORCN	0.666784036	0.697919736
SRCIN1	0.644880716	0.698179529
HAPLN3	0.646144797	0.698222284
WDFY1	0.709477964	0.698312015
ACP2	0.726234923	0.69833481
MLF1	0.638233125	0.698443956
IL27RA	0.672725995	0.698454766
RIN2	0.623685622	0.698614937
MPRIP	0.706407953	0.698641951
BCL9	0.69217221	0.698736834
DHRS7B	0.714247101	0.69875992
NGFR	0.746304594	0.698884185
FGD3	0.685635118	0.698942177
SLPI	0.728393705	0.699158451
COL7A1	0.752508872	0.699210075
LHFPL2	0.708286767	0.699268801
CEND1	0.712623055	0.699271832
HENMT1	0.604287076	0.699401891
FBXO44	0.707927521	0.699594894
GSE1	0.71962718	0.699691684
DLX1	0.682289427	0.699699357
SRGAP2	0.724901524	0.699762888
TPPP	0.63060651	0.69987095
ACADS	0.722610369	0.70003619
SPR	0.689204995	0.700079194
